20.00 0.000067 1.000000
40.00 0.000133 1.000000
60.00 0.000200 1.000000
80.00 0.000267 1.000000
100.00 0.000333 1.000000
120.00 0.000400 1.000000
140.00 0.000467 1.000000
160.00 0.000533 1.000000
180.00 0.000600 1.000000
200.00 0.000667 1.000000
220.00 0.000733 1.000000
240.00 0.000800 1.000000
260.00 0.000867 1.000000
280.00 0.000933 1.000000
300.00 0.001000 1.000001
320.00 0.001067 1.000001
340.00 0.001133 1.000001
360.00 0.001200 1.000001
380.00 0.001267 1.000001
400.00 0.001333 1.000001
420.00 0.001400 1.000001
440.00 0.001467 1.000001
460.00 0.001533 1.000001
480.00 0.001600 1.000001
500.00 0.001667 1.000001
520.00 0.001733 1.000002
540.00 0.001800 1.000002
560.00 0.001867 1.000002
580.00 0.001933 1.000002
600.00 0.002000 1.000002
620.00 0.002067 1.000002
640.00 0.002133 1.000002
660.00 0.002200 1.000002
680.00 0.002267 1.000003
700.00 0.002333 1.000003
720.00 0.002400 1.000003
740.00 0.002467 1.000003
760.00 0.002533 1.000003
780.00 0.002600 1.000003
800.00 0.002667 1.000004
820.00 0.002733 1.000004
840.00 0.002800 1.000004
860.00 0.002867 1.000004
880.00 0.002933 1.000004
900.00 0.003000 1.000005
920.00 0.003067 1.000005
940.00 0.003133 1.000005
960.00 0.003200 1.000005
980.00 0.003267 1.000005
1000.00 0.003333 1.000006
1020.00 0.003400 1.000006
1040.00 0.003467 1.000006
1060.00 0.003533 1.000006
1080.00 0.003600 1.000006
1100.00 0.003667 1.000007
1120.00 0.003733 1.000007
1140.00 0.003800 1.000007
1160.00 0.003867 1.000007
1180.00 0.003933 1.000008
1200.00 0.004000 1.000008
1220.00 0.004067 1.000008
1240.00 0.004133 1.000009
1260.00 0.004200 1.000009
1280.00 0.004267 1.000009
1300.00 0.004333 1.000009
1320.00 0.004400 1.000010
1340.00 0.004467 1.000010
1360.00 0.004533 1.000010
1380.00 0.004600 1.000011
1400.00 0.004667 1.000011
1420.00 0.004733 1.000011
1440.00 0.004800 1.000012
1460.00 0.004867 1.000012
1480.00 0.004933 1.000012
1500.00 0.005000 1.000013
1520.00 0.005067 1.000013
1540.00 0.005133 1.000013
1560.00 0.005200 1.000014
1580.00 0.005267 1.000014
1600.00 0.005333 1.000014
1620.00 0.005400 1.000015
1640.00 0.005467 1.000015
1660.00 0.005533 1.000015
1680.00 0.005600 1.000016
1700.00 0.005667 1.000016
1720.00 0.005733 1.000016
1740.00 0.005800 1.000017
1760.00 0.005867 1.000017
1780.00 0.005933 1.000018
1800.00 0.006000 1.000018
1820.00 0.006067 1.000018
1840.00 0.006133 1.000019
1860.00 0.006200 1.000019
1880.00 0.006267 1.000020
1900.00 0.006333 1.000020
1920.00 0.006400 1.000020
1940.00 0.006467 1.000021
1960.00 0.006533 1.000021
1980.00 0.006600 1.000022
2000.00 0.006667 1.000022
2020.00 0.006733 1.000023
2040.00 0.006800 1.000023
2060.00 0.006867 1.000024
2080.00 0.006933 1.000024
2100.00 0.007000 1.000025
2120.00 0.007067 1.000025
2140.00 0.007133 1.000025
2160.00 0.007200 1.000026
2180.00 0.007267 1.000026
2200.00 0.007333 1.000027
2220.00 0.007400 1.000027
2240.00 0.007467 1.000028
2260.00 0.007533 1.000028
2280.00 0.007600 1.000029
2300.00 0.007667 1.000029
2320.00 0.007733 1.000030
2340.00 0.007800 1.000030
2360.00 0.007867 1.000031
2380.00 0.007933 1.000031
2400.00 0.008000 1.000032
2420.00 0.008067 1.000033
2440.00 0.008133 1.000033
2460.00 0.008200 1.000034
2480.00 0.008267 1.000034
2500.00 0.008333 1.000035
2520.00 0.008400 1.000035
2540.00 0.008467 1.000036
2560.00 0.008533 1.000036
2580.00 0.008600 1.000037
2600.00 0.008667 1.000038
2620.00 0.008733 1.000038
2640.00 0.008800 1.000039
2660.00 0.008867 1.000039
2680.00 0.008933 1.000040
2700.00 0.009000 1.000041
2720.00 0.009067 1.000041
2740.00 0.009133 1.000042
2760.00 0.009200 1.000042
2780.00 0.009267 1.000043
2800.00 0.009333 1.000044
2820.00 0.009400 1.000044
2840.00 0.009467 1.000045
2860.00 0.009533 1.000045
2880.00 0.009600 1.000046
2900.00 0.009667 1.000047
2920.00 0.009733 1.000047
2940.00 0.009800 1.000048
2960.00 0.009867 1.000049
2980.00 0.009933 1.000049
3000.00 0.010000 1.000050
3020.00 0.010067 1.000051
3040.00 0.010133 1.000051
3060.00 0.010200 1.000052
3080.00 0.010267 1.000053
3100.00 0.010333 1.000053
3120.00 0.010400 1.000054
3140.00 0.010467 1.000055
3160.00 0.010533 1.000055
3180.00 0.010600 1.000056
3200.00 0.010667 1.000057
3220.00 0.010733 1.000058
3240.00 0.010800 1.000058
3260.00 0.010867 1.000059
3280.00 0.010933 1.000060
3300.00 0.011000 1.000061
3320.00 0.011067 1.000061
3340.00 0.011133 1.000062
3360.00 0.011200 1.000063
3380.00 0.011267 1.000063
3400.00 0.011333 1.000064
3420.00 0.011400 1.000065
3440.00 0.011467 1.000066
3460.00 0.011533 1.000067
3480.00 0.011600 1.000067
3500.00 0.011667 1.000068
3520.00 0.011733 1.000069
3540.00 0.011800 1.000070
3560.00 0.011867 1.000070
3580.00 0.011933 1.000071
3600.00 0.012000 1.000072
3620.00 0.012067 1.000073
3640.00 0.012133 1.000074
3660.00 0.012200 1.000074
3680.00 0.012267 1.000075
3700.00 0.012333 1.000076
3720.00 0.012400 1.000077
3740.00 0.012467 1.000078
3760.00 0.012533 1.000079
3780.00 0.012600 1.000079
3800.00 0.012667 1.000080
3820.00 0.012733 1.000081
3840.00 0.012800 1.000082
3860.00 0.012867 1.000083
3880.00 0.012933 1.000084
3900.00 0.013000 1.000085
3920.00 0.013067 1.000085
3940.00 0.013133 1.000086
3960.00 0.013200 1.000087
3980.00 0.013267 1.000088
4000.00 0.013333 1.000089
4020.00 0.013400 1.000090
4040.00 0.013467 1.000091
4060.00 0.013533 1.000092
4080.00 0.013600 1.000092
4100.00 0.013667 1.000093
4120.00 0.013733 1.000094
4140.00 0.013800 1.000095
4160.00 0.013867 1.000096
4180.00 0.013933 1.000097
4200.00 0.014000 1.000098
4220.00 0.014067 1.000099
4240.00 0.014133 1.000100
4260.00 0.014200 1.000101
4280.00 0.014267 1.000102
4300.00 0.014333 1.000103
4320.00 0.014400 1.000104
4340.00 0.014467 1.000105
4360.00 0.014533 1.000106
4380.00 0.014600 1.000107
4400.00 0.014667 1.000108
4420.00 0.014733 1.000109
4440.00 0.014800 1.000110
4460.00 0.014867 1.000111
4480.00 0.014933 1.000112
4500.00 0.015000 1.000113
4520.00 0.015067 1.000114
4540.00 0.015133 1.000115
4560.00 0.015200 1.000116
4580.00 0.015267 1.000117
4600.00 0.015333 1.000118
4620.00 0.015400 1.000119
4640.00 0.015467 1.000120
4660.00 0.015533 1.000121
4680.00 0.015600 1.000122
4700.00 0.015667 1.000123
